org.activiti.engine.impl.bpmn.behavior.UserTaskActivityBehavior,source,128
org.activiti.engine.impl.bpmn.behavior.UserTaskActivityBehavior,source,112
org.activiti.engine.impl.bpmn.behavior.UserTaskActivityBehavior,source,113
org.activiti.engine.impl.bpmn.behavior.UserTaskActivityBehavior,source,114
org.activiti.engine.impl.bpmn.behavior.UserTaskActivityBehavior,source,115
org.activiti.engine.impl.bpmn.behavior.UserTaskActivityBehavior,source,116
org.activiti.engine.impl.bpmn.behavior.UserTaskActivityBehavior,source,117
org.activiti.engine.impl.bpmn.behavior.UserTaskActivityBehavior,source,118
org.activiti.engine.impl.bpmn.behavior.UserTaskActivityBehavior,source,119
org.activiti.engine.impl.bpmn.behavior.UserTaskActivityBehavior,source,120
org.activiti.engine.impl.bpmn.behavior.UserTaskActivityBehavior,source,110
org.activiti.engine.impl.bpmn.behavior.UserTaskActivityBehavior,source,111
org.activiti.engine.impl.bpmn.behavior.UserTaskActivityBehavior,sink,128
org.activiti.engine.impl.bpmn.behavior.UserTaskActivityBehavior,sink,120
org.activiti.engine.impl.bpmn.behavior.UserTaskActivityBehavior,sink,125
org.activiti.engine.impl.bpmn.behavior.UserTaskActivityBehavior,sink,126
org.activiti.engine.impl.bpmn.behavior.UserTaskActivityBehavior,sink,127
